-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Latitude  -21.9344   Longitude -50.5163 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 445.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2020,10,14,5.86,6.56,0.55,431.9,109.01,120.61,13.24,0.39,2.09
2020,10,15,2.9,5.99,0.27,431.2,56.55,109.2,7.21,0.22,1.12
2020,10,16,4.91,6.94,0.46,417.09,95.06,130.7,12.4,0.38,2.0
2020,10,17,7.48,7.6,0.7,385.41,143.9,144.74,18.52,0.53,2.81
2020,10,18,6.23,7.33,0.59,401.44,118.95,137.66,15.32,0.42,2.18
2020,10,19,3.44,7.29,0.32,425.12,68.44,137.7,9.3,0.29,1.48
2020,10,20,4.69,7.5,0.44,416.04,92.47,143.3,12.42,0.36,1.84
2020,10,21,5.98,7.57,0.55,422.62,117.05,145.55,15.56,0.45,2.32
2020,10,22,6.72,7.72,0.62,406.86,131.82,148.97,17.44,0.51,2.66
2020,10,23,7.01,7.83,0.65,414.45,137.77,151.16,18.26,0.53,2.78
2020,10,24,4.4,7.57,0.41,420.6,88.39,145.96,12.3,0.38,1.98
2020,10,25,7.03,7.89,0.65,407.86,135.37,149.92,17.78,0.52,2.7
2020,10,26,4.28,7.72,0.39,414.11,84.91,147.85,11.48,0.34,1.74
2020,10,27,6.22,8.05,0.57,396.81,119.64,151.61,16.13,0.48,2.48
2020,10,28,8.33,8.46,0.76,363.19,155.87,155.74,20.3,0.56,2.89
2020,10,29,4.64,7.52,0.42,414.41,92.31,144.05,12.57,0.35,1.79
2020,10,30,4.38,7.52,0.4,418.0,87.37,144.24,12.02,0.34,1.74
2020,10,31,5.63,7.74,0.51,391.74,108.91,146.09,14.52,0.4,2.04
2020,11,1,7.55,8.18,0.68,362.62,144.76,154.5,18.98,0.53,2.78
2020,11,2,8.39,8.46,0.76,335.99,158.16,157.09,20.58,0.58,3.01
2020,11,3,7.63,8.3,0.69,351.37,144.22,154.1,18.95,0.54,2.79
2020,11,4,8.22,8.47,0.73,352.75,155.09,157.33,20.23,0.54,2.76
2020,11,5,8.11,8.41,0.73,355.91,153.68,157.05,20.06,0.56,2.95
2020,11,6,8.48,8.55,0.76,352.84,160.23,159.04,20.86,0.59,3.12
2020,11,7,8.43,8.51,0.75,356.22,158.73,157.82,20.59,0.6,3.16
2020,11,8,8.05,8.21,0.71,372.84,150.98,151.92,19.39,0.55,2.91
2020,11,9,4.06,7.47,0.36,417.48,77.89,139.05,9.98,0.29,1.5
2020,11,10,4.52,7.01,0.4,420.38,87.31,130.1,11.34,0.34,1.73
2020,11,11,4.94,7.5,0.44,415.04,97.7,143.08,13.16,0.41,2.13
2020,11,12,6.1,7.8,0.54,408.13,118.41,148.51,15.6,0.45,2.31
2020,11,13,5.51,8.05,0.48,413.96,107.57,153.32,14.54,0.43,2.22
2020,11,14,7.01,8.38,0.62,411.7,135.51,158.9,18.29,0.55,2.91
2020,11,15,7.14,8.32,0.62,419.02,139.38,159.69,18.75,0.55,2.86
2020,11,16,7.75,8.21,0.68,420.7,150.62,157.11,19.7,0.57,2.99
2020,11,17,6.27,8.2,0.55,428.01,123.54,158.23,16.59,0.49,2.56
2020,11,18,4.52,7.96,0.4,422.91,89.93,153.11,12.27,0.35,1.8
2020,11,19,5.31,8.45,0.46,409.74,103.81,160.36,14.36,0.45,2.3
2020,11,20,8.39,8.63,0.73,358.42,159.35,161.3,20.84,0.62,3.27
2020,11,21,8.5,8.7,0.73,361.44,161.84,162.99,21.14,0.63,3.35
2020,11,22,8.67,8.77,0.75,357.32,164.45,163.55,21.45,0.64,3.41
2020,11,23,8.8,8.89,0.77,353.09,165.51,164.45,21.58,0.62,3.25
2020,11,24,7.92,8.59,0.69,388.41,153.69,163.95,20.23,0.59,3.09
2020,11,25,8.23,8.59,0.71,395.84,159.3,163.34,20.87,0.61,3.19
2020,11,26,8.07,8.55,0.7,402.02,156.28,163.02,20.52,0.6,3.15
2020,11,27,7.94,8.47,0.69,422.04,154.62,162.57,20.3,0.6,3.14
2020,11,28,6.95,8.36,0.6,431.5,135.42,159.82,18.11,0.55,2.92
2020,11,29,8.02,8.45,0.69,416.59,156.18,161.95,20.52,0.61,3.22
2020,11,30,7.18,8.27,0.62,425.29,139.57,158.41,18.35,0.55,2.88
2020,12,1,5.92,8.22,0.51,430.17,117.93,159.28,16.11,0.51,2.7
2020,12,2,6.76,8.33,0.58,423.3,132.75,160.66,17.93,0.54,2.81
2020,12,3,2.59,8.29,0.22,429.06,54.48,160.92,8.07,0.25,1.3
2020,12,4,6.81,8.28,0.59,430.47,133.17,159.23,17.83,0.56,2.95
2020,12,5,5.42,7.84,0.46,438.98,107.51,150.25,14.42,0.46,2.44
2020,12,6,4.33,7.25,0.37,432.49,84.18,135.34,10.84,0.34,1.77
2020,12,7,3.59,7.79,0.3,418.15,73.32,150.37,10.22,0.34,1.78
2020,12,8,6.91,8.58,0.59,414.62,135.2,164.54,18.19,0.56,2.97
2020,12,9,8.26,8.72,0.7,395.32,159.03,165.35,20.86,0.62,3.25
2020,12,10,7.08,8.75,0.6,406.87,136.67,164.65,18.41,0.56,2.95
2020,12,11,5.67,8.33,0.48,408.31,112.52,160.57,15.46,0.49,2.57
2020,12,12,4.43,7.99,0.38,412.95,89.55,153.98,12.3,0.39,2.05
2020,12,13,6.96,8.33,0.59,416.29,137.77,161.84,18.42,0.58,3.05
2020,12,14,5.52,8.38,0.47,429.31,108.69,161.0,14.83,0.5,2.65
2020,12,15,7.11,8.32,0.6,413.05,139.34,160.52,18.57,0.6,3.2
2020,12,16,7.54,8.36,0.64,411.02,148.46,162.36,19.62,0.62,3.26
2020,12,17,6.58,8.28,0.56,426.1,129.34,159.0,17.52,0.56,2.99
2020,12,18,7.74,8.42,0.66,419.59,153.21,163.93,20.38,0.66,3.53
2020,12,19,6.68,8.47,0.57,425.02,132.05,163.7,18.0,0.59,3.17
2020,12,20,6.77,8.4,0.58,431.67,134.43,163.62,18.21,0.59,3.12
2020,12,21,6.11,8.32,0.52,426.68,121.38,161.79,16.23,0.54,2.89
2020,12,22,6.7,8.19,0.57,420.82,131.48,158.02,17.51,0.55,2.88
2020,12,23,7.72,8.54,0.66,411.09,150.51,163.93,19.87,0.6,3.2
2020,12,24,8.08,8.59,0.69,406.45,157.19,164.46,20.64,0.63,3.38
2020,12,25,8.11,8.71,0.69,396.2,155.48,164.88,20.43,0.63,3.4
2020,12,26,7.54,8.49,0.64,405.26,146.52,162.41,19.34,0.59,3.12
2020,12,27,4.94,8.4,0.42,422.78,98.62,162.62,13.63,0.45,2.41
2020,12,28,6.54,8.37,0.55,423.37,129.27,162.38,17.49,0.57,3.04
2020,12,29,6.18,8.32,0.52,414.11,121.77,160.15,16.48,0.54,2.84
2020,12,30,7.71,8.31,0.66,410.57,151.58,160.92,20.02,0.63,3.39
2020,12,31,4.51,8.18,0.38,420.55,91.41,159.26,12.86,0.43,2.27
